Opportunity__c,Name,AccountId,Ownership__c,Annual_Hours__c
0061G00000NvAgfQAF,FSFS,001OF00000ImOlgYAF,0.015,25
0061G00000NvAgpQAF,GBAS,001OF00000INEPhYAP,0.03125,12.5
,FASY,001OF00000Ip5kvYAB,0.09,50
0063700000H2UntAAF,FASF,001OF00000IGTLUYA5,0.09,75
,FCXL,001OF00000ImHvVYAV,0.09,150
,FASP,001OF00000IiTX3YAN,0.09,37.5
0063700000FijhhAAB,FASP,0011G00000vibZ3QAI,0.03125,25
0061G00000IWUVVQA5,GASW,001OF00000ImOlgYAF,0.03125,25
,FCXL,001OF00000IhzM4YAJ,0.015,150
,GXAS,001OF00000IkAtGYAV,0.015,50
0061G00000HVwgCQAT,FIAS,001OF00000IfKIFYA3,0.015,50
0061G00000Ovp53QAB,GNAS,001OF00000INEPhYAP,0.015,12.5
0063700000FNu9aAAD,FASR,001OF00000IdyEuYAJ,0.09,25
0063700000H2VdaAAF,GASW,001OF00000IfWg4YAF,0.03125,25
,FASV,001OF00000JN4nzYAD,0.03125,200
0061G00000Hk13tQAB,GASE,001OF00000Ioq13YAB,0.03125,100
0063700000FiW16AAF,FIAS,001OF00000INEPhYAP,0.03125,100
0063700000H2VcrAAF,GASE,001OF00000IsolUYAR,0.03125,100
0063700000FjVSJAA3,FIAS,001OF00000IiTX3YAN,0.0312,50
,FJAS,001OF00000IfpYsYAJ,0.03125,25
0061G00000IY1HVQA1,GASW,001OF00000IfKIFYA3,0.03125,25
0061G00000JjF9ZQAV,GASR,001OF00000ImHvVYAV,0.03125,25
0061G00000LSvxhQAD,FASF,001OF00000IMTqfYAH,0.03125,37.5
0061G00000LSvxhQAD,GASE,001OF00000IfpYsYAJ,0.03125,12.5
,FJAS,001OF00000IiTX3YAN,0.09,25
0061G00000IXsF0QAL,FSRX,001OF00000IkAtGYAV,0.09,25
0061G00000IXsF0QAL,GASK,001OF00000IsolUYAR,0.09,25
,FIAS,001OF00000IhzM4YAJ,0.09,50
,FSNY,001OF00000IdyEuYAJ,0.09,200
,FSUP,001OF00000Ioq13YAB,0.03125,50
,GXAS,001OF00000JQeDQYA1,0.0312,125
0061G00000HYvl3QAD,GASR,001OF00000IMTqfYAH,0.03125,50
0061G00000J4yAUQAZ,GASK,001OF00000ImHvVYAV,0.03125,25
0063700000DxJOoAAN,FASF,001OF00000JQeDQYA1,0.03125,100
006OF00000FPCtPYAX,FSFP,001OF00000JN4nzYAD,0.03125,25
0063700000DyDDcAAN,FASR,001OF00000IiTX3YAN,0.03125,25
0063700000EqArYAAV,FASW,001OF00000IiTX3YAN,0.09,25
0061G00000Oj6KxQAJ,FSFP,001OF00000IhzM4YAJ,0.09,50
006OF00000JkgZGYAZ,FSRY,001OF00000IkA5HYAV,0.09,50
0063700000EI3fKAAT,FASP,001OF00000IkAtGYAV,0.09,25
0063700000FYDLuAAP,FASR,001OF00000IMTqfYAH,0.09,25
0063700000H2VgyAAF,GASW,001OF00000IdyEuYAJ,0.03125,25
0063700000EIY4BAAX,FASY,001OF00000IfKIFYA3,0.09,25
0061G00000QlXOBQA3,FSQX,001OF00000IfpYsYAJ,0.09,75
,FSFO,001OF00000ImOlgYAF,0.09,25
0061G00000LSEb8QAH,FASW,001OF00000IsolUYAR,0.09,25
0061G00000NcwUBQAZ,FASW,001OF00000IfKIFYA3,0.03125,25
0061G00000NujKOQAZ,FSFO,001OF00000IiTX3YAN,0.0312,50
,FASY,001OF00000IsolUYAR,0.03125,62.5
,FNAS,001OF00000Ip5kvYAB,0.03125,62.5
,GFSD,001OF00000IdyEuYAJ,0.03125,62.5
0063700000EMFc9AAH,GASR,001OF00000ImOlgYAF,0.03125,25
0063700000EMtemAAD,GASR,001OF00000IVUNgYAP,0.03125,75
0061G00000Nv137QAB,FIAS,001OF00000Ioq13YAB,0.09,50
0061G00000ON67EQAT,FASP,001OF00000IkA5HYAV,0.03125,50
0061G00000QHYS3QAP,FSFP,001OF00000ImOlgYAF,0.015,50
0063700000Eq0C4AAJ,FASR,001OF00000INEPhYAP,0.015,12.5
0063700000Eq0C4AAJ,FASW,001OF00000INEPhYAP,0.015,25
0061G00000NdhBNQAZ,FSFS,001OF00000IiTX3YAN,0.015,25
0063700000EpQgeAAF,GASR,001OF00000IkA5HYAV,0.09,25
0061G00000LUFTbQAP,FASR,001OF00000JQeDQYA1,0.03125,50
0061G00000OggScQAJ,FASP,001OF00000IhzM4YAJ,0.03125,25
0061G00000OggScQAJ,GASR,001OF00000IsolUYAR,0.03125,25
0063700000F5nA8AAJ,FASR,0011G00000vibZ3QAI,0.03125,25
0063700000FOFH7AAP,FASR,001OF00000IVUNgYAP,0.03125,50
0063700000H3m0nAAB,GASW,001OF00000INEPhYAP,0.0312,50
0061G00000OGZ2rQAH,FSQX,001OF00000JN4nzYAD,0.0312,25
0063700000FNI4dAAH,FASY,001OF00000Ioq13YAB,0.03125,25
0063700000H466MAAR,FASY,001OF00000IiTX3YAN,0.03125,25
0061G00000HL8DIQA1,GASE,001OF00000IiTX3YAN,0.03125,37.5
0061G00000PP9ZTQA1,GXAS,001OF00000ImOlgYAF,0.03125,12.5
0063700000FOCevAAH,FASF,001OF00000Ip5kvYAB,0.03125,100
0061G00000LURKuQAP,FASP,001OF00000INEPhYAP,0.09,25
0063700000FOS4oAAH,FASF,001OF00000ImHvVYAV,0.09,37.5
006Ho00000SqJIYIA3,FSQX,001OF00000Ioq13YAB,0.09,25
006OF00000667xpYAA,GFSD,001OF00000IsolUYAR,0.09,25
006OF0000069Vh5YAE,GFSD,001OF00000INEPhYAP,0.09,25
006OF00000EGU25YAH,GFSD,001OF00000JN4nzYAD,0.03125,25
,FNAS,001OF00000INEPhYAP,0.09,100
0061G00000Fe2xGQAR,GASW,0011G00000vibZ3QAI,0.09,100
,FASF,001OF00000IMTqfYAH,0.09,25
0063700000FkTV9AAN,FASF,001OF00000Ioq13YAB,0.09,37.5
0063700000H3V7HAAV,FASF,001OF00000IkA5HYAV,0.015,12.5
0063700000FiDG8AAN,FASR,001OF00000ImOlgYAF,0.015,50
0063700000H2ViLAAV,GASW,001OF00000Ip5kvYAB,0.015,50
0063700000FiW1GAAV,FASF,001OF00000JN4nzYAD,0.015,50
0061G00000LUs6wQAD,FASW,001OF00000Ioq13YAB,0.09,25
,FASR,001OF00000IfWg4YAF,0.03125,25
0063700000FibeIAAR,FASR,001OF00000ImHvVYAV,0.03125,25
0063700000H2gRrAAJ,GASR,001OF00000IfpYsYAJ,0.03125,25
0063700000Fj6EyAAJ,FASY,001OF00000ImOlgYAF,0.03125,25
0063700000FjJNbAAN,FASR,001OF00000IkAtGYAV,0.03125,25
0063700000H2ViGAAV,GASW,001OF00000IMTqfYAH,0.0312,25
0063700000Fjl5HAAR,GASW,001OF00000JN4nzYAD,0.03125,50
0061G00000HLMZnQAP,FASW,001OF00000IsolUYAR,0.03125,25
0061G00000Ndjh3QAB,GZAS,001OF00000IfpYsYAJ,0.03125,25
0063700000FkEi4AAF,GZAS,001OF00000IMTqfYAH,0.03125,25
006Ho00000QxDNbIAN,GZAS,001OF00000IsolUYAR,0.015,25
0063700000FkFxPAAV,GASK,001OF00000INEPhYAP,0.025,50
,FSUP,001OF00000IGTLUYA5,0.0312,50
0061G00000HY7dHQAT,FASR,001OF00000Ioq13YAB,0.015,12.5
0061G00000IaRsyQAF,FASR,001OF00000IfpYsYAJ,0.09,12.5
0061G00000Ne64uQAB,FIAS,001OF00000IGTLUYA5,0.0312,50
0063700000FkHPSAA3,FASR,001OF00000IGTLUYA5,0.03125,25
0063700000H2yLIAAZ,FASP,001OF00000JQeDQYA1,0.03125,25
0061G00000IZgpyQAD,GASL,001OF00000ImHvVYAV,0.03125,25
0061G00000JGouIQAT,FASW,001OF00000ImHvVYAV,0.03125,25
0061G00000JHIeFQAX,FASY,001OF00000ImHvVYAV,0.03125,25
0061G00000HLgMyQAL,FASY,001OF00000IMTqfYAH,0.09,25
0063700000H2UkkAAF,FASY,001OF00000INEPhYAP,0.09,25
0061G00000LRo3iQAD,GAAS,001OF00000Ip5kvYAB,0.09,25
,FASF,001OF00000IfKIFYA3,0.09,25
0063700000GG4ZMAA1,FASF,001OF00000IVUNgYAP,0.09,50
0061G00000JjqlhQAB,FASR,001OF00000IfKIFYA3,0.03125,25
0061G00000JjqlhQAB,GASR,001OF00000INEPhYAP,0.03125,25
,GXAS,001OF00000IfpYsYAJ,0.015,50
0063700000H39YTAAZ,FIAS,001OF00000ImHvVYAV,0.015,50
,FCXL,001OF00000Ip5kvYAB,0.015,50
,FLAS,001OF00000IfWg4YAF,0.03125,50
,GASL,0011G00000vibZ3QAI,0.03125,75
0061G00000JHK1MQAX,FASF,001OF00000IfpYsYAJ,0.03125,25
0063700000H49ucAAB,GASE,001OF00000ImHvVYAV,0.03125,37.5
006OF00000IMGAFYA5,GBAS,001OF00000JN4nzYAD,0.03125,12.5
006Ho00000QerMFIAZ,FSFO,001OF00000JQeDQYA1,0.03125,12.5
006Ho00000QeyT7IAJ,FSFO,001OF00000IfKIFYA3,0.015,12.5
006Ho00000Qf64YIAR,GNAS,001OF00000ImHvVYAV,0.015,25
0061G00000QedIEQAZ,FSQX,001OF00000IdyEuYAJ,0.015,25
006OF00000ENR5yYAH,FSRX,001OF00000JQeDQYA1,0.03125,25
006Ho00000QfyUWIAZ,FASW,001OF00000Ip5kvYAB,0.03125,25
006Ho00000QgPRZIA3,FSRX,001OF00000IhzM4YAJ,0.03125,25
006Ho00000QqyjOIAR,FNAS,001OF00000IMTqfYAH,0.09,25
006Ho00000QrMEuIAN,GNAS,001OF00000IdyEuYAJ,0.012,25
006OF000003Aj5SYAS,FSDN,001OF00000IhzM4YAJ,0.012,25
006OF00000DNqmRYAT,FASQ,001OF00000IfpYsYAJ,0.015,50
006Ho00000QwlQ4IAJ,FSYX,001OF00000IfWg4YAF,0.015,25
0061G00000QkZffQAF,FASQ,001OF00000IkAtGYAV,0.03125,25
006Ho00000Qv0DjIAJ,GFFS,001OF00000IdyEuYAJ,0.09,25
006OF000005gPqLYAU,GNAS,001OF00000IkAtGYAV,0.09,12.5
006Ho00000QvHYEIA3,FSEF,001OF00000IGTLUYA5,0.09,25
006Ho00000QvOHeIAN,FASP,001OF00000IGTLUYA5,0.09,25
006Ho00000QviaZIAR,GASR,001OF00000JN4nzYAD,0.03125,25
0061G00000PwOaLQAV,GXAS,001OF00000IiTX3YAN,0.03125,25
006Ho00000QvWsjIAF,FLAS,001OF00000IsolUYAR,0.015,25
006OF000007YlQIYA0,FNAS,001OF00000ImOlgYAF,0.015,25
006OF00000AjgyDYAR,FSFO,001OF00000ImHvVYAV,0.015,25
006Ho00000QvjxPIAR,FNAS,001OF00000ImHvVYAV,0.015,25
006OF00000IcA45YAF,FSFS,001OF00000IdyEuYAJ,0.09,12.5
006Ho00000Qw7KVIAZ,GFFS,001OF00000IhzM4YAJ,0.03125,37.5
006Ho00000Qw8KvIAJ,GFSX,001OF00000IfKIFYA3,0.03125,25
006Ho00000QwRp7IAF,GFFS,001OF00000IfpYsYAJ,0.03125,25
006Ho00000Qwqq5IAB,FSNP,001OF00000IdyEuYAJ,0.03125,25
0061G00000PauyQQAR,GFFS,001OF00000ImHvVYAV,0.03125,25
006Ho00000QxDokIAF,FSEF,001OF00000ImHvVYAV,0.0312,25
006Ho00000PGSr3IAH,FSEF,001OF00000IiTX3YAN,0.03125,25
006OF000008L9QJYA0,FSFO,0011G00000vibZ3QAI,0.03125,50
006Ho00000PHO2aIAH,FSYX,001OF00000JQeDQYA1,0.03125,75
006Ho00000PHcIfIAL,FSEF,001OF00000JQeDQYA1,0.03125,100
006OF000004e0FFYAY,GFSX,001OF00000IfpYsYAJ,0.03125,25
006Ho00000PHmiWIAT,FSQX,001OF00000IMTqfYAH,0.09,25
006OF00000IAAAFYA5,FSRX,001OF00000IfpYsYAJ,0.09,25
006Ho00000PHlp9IAD,FSEF,001OF00000Ip5kvYAB,0.09,25
006Ho00000SGmgYIAT,FSQX,001OF00000INEPhYAP,0.09,25
006OF000009dokYYAQ,GFSD,001OF00000IGTLUYA5,0.09,25
006Ho00000QxnFSIAZ,FASQ,001OF00000IVUNgYAP,0.03125,50
006Ho00000QxureIAB,FASW,001OF00000ImOlgYAF,0.0312,25
006Ho00000QyVLcIAN,FASP,001OF00000ImOlgYAF,0.03125,25
006Ho00000Qyd3OIAR,FASR,001OF00000Ioq13YAB,0.03125,25
006Ho00000Qyd3OIAR,GASR,001OF00000ImOlgYAF,0.03125,25
006Ho00000Qyfa8IAB,FASP,001OF00000JN4nzYAD,0.03125,25
006Ho00000QykcoIAB,FSEF,001OF00000IhzM4YAJ,0.03125,25
006Ho00000RfUqZIAV,FJAS,001OF00000JN4nzYAD,0.09,25
,FASR,001OF00000IkA5HYAV,0.09,25
,GASR,0011G00000vibZ3QAI,0.09,25
006Ho00000RhizyIAB,FASR,001OF00000IGTLUYA5,0.09,25
006OF00000DZnWDYA1,FIAS,001OF00000IMTqfYAH,0.09,75
,FSBR,001OF00000IfWg4YAF,0.03125,25
006Ho00000RheWzIAJ,FSEF,001OF00000IfKIFYA3,0.09,75
006OF000007GOojYAG,FSBR,001OF00000INEPhYAP,0.09,50
006OF00000DFgkGYAT,FSYX,001OF00000IfKIFYA3,0.09,25
006Ho00000RzuSpIAJ,FSEF,001OF00000IfpYsYAJ,0.09,75
006Ho00000QDnBiIAL,FSNP,001OF00000IfWg4YAF,0.03125,100
006Ho00000SJDnXIAX,GASK,001OF00000IfKIFYA3,0.0312,25
006OF000003GZcqYAG,GASE,001OF00000JN4nzYAD,0.03125,12.5
006OF000009I5IeYAK,FASV,001OF00000ImOlgYAF,0.03125,12.5
006OF000006WhklYAC,FJAS,001OF00000ImOlgYAF,0.03125,50
006OF00000F79VnYAJ,FASV,001OF00000IfKIFYA3,0.03125,25
006Ho00000SKV2XIAX,FASR,0011G00000vibZ3QAI,0.03125,25
006Ho00000SKV2XIAX,GASR,001OF00000IiTX3YAN,0.09,25
006OF0000068EX2YAM,FNAS,001OF00000IhzM4YAJ,0.015,50
006Ho00000ScE7bIAF,FSDN,001OF00000IVUNgYAP,0.025,25
006Ho00000SoPwdIAF,FSQX,001OF00000IkAtGYAV,0.0312,25
006OF000002xOjgYAE,FSQX,001OF00000IVUNgYAP,0.015,50
006OF000006RcLuYAK,FSNY,001OF00000IiTX3YAN,0.09,25
006OF000006RfgLYAS,GFSD,001OF00000IkA5HYAV,0.0312,25
006OF00000D6DZNYA3,FSRX,001OF00000IkA5HYAV,0.03125,50
006Ho00000SpsHBIAZ,GASR,001OF00000JQeDQYA1,0.03125,25
006OF000003yFPEYA2,GASR,001OF00000IMTqfYAH,0.03125,25
006OF00000C2q6uYAB,FNAS,001OF00000JN4nzYAD,0.03125,25
006Ho00000SctsuIAB,FSDN,001OF00000IfWg4YAF,0.03125,25
006Ho00000SdPZhIAN,FSYX,001OF00000IkA5HYAV,0.09,25
006Ho00000SdXZwIAN,FSDN,001OF00000IMTqfYAH,0.09,25
006OF000002b0CtYAI,FSRX,001OF00000JN4nzYAD,0.09,25
006OF000005eht0YAA,FSRX,001OF00000Ioq13YAB,0.09,25
006Ho00000SHhjEIAT,FSQX,001OF00000Ioq13YAB,0.09,25
006OF000008785uYAA,GFSD,001OF00000ImOlgYAF,0.03125,25
006OF000002h89IYAQ,FIAS,001OF00000IfWg4YAF,0.03125,25
006OF000006t9KBYAY,FASW,001OF00000IMTqfYAH,0.015,25
006OF00000GishqYAB,GASK,001OF00000JN4nzYAD,0.015,25
006OF000002UUxKYAW,FSDN,001OF00000IfpYsYAJ,0.015,25
006OF000002xjOEYAY,FASF,001OF00000IsolUYAR,0.03125,50
006OF00000HmzylYAB,FASQ,001OF00000IiTX3YAN,0.03125,25
,FSDN,001OF00000IdyEuYAJ,0.03125,25
006OF0000033PejYAE,FSDN,001OF00000IfKIFYA3,0.03125,50
006OF0000033hq3YAA,GFSD,001OF00000ImHvVYAV,0.03125,25
006OF0000036YrsYAE,GFSD,001OF00000IMTqfYAH,0.03125,25
006OF00000FPaSgYAL,GFSD,001OF00000Ioq13YAB,0.015,12.5
006OF00000HPngVYAT,GFSD,001OF00000IVUNgYAP,0.015,12.5
006OF000003DvwfYAC,FASR,001OF00000IfpYsYAJ,0.015,25
006OF000003DvwfYAC,GASR,001OF00000IGTLUYA5,0.03125,25
006OF000003K553YAC,FSDN,001OF00000IkAtGYAV,0.03125,25
006OF000003SA2tYAG,FASV,001OF00000IMTqfYAH,0.03125,37.5
006OF000003SRIHYA4,FASV,001OF00000IfpYsYAJ,0.09,37.5
006OF00000J9Nx1YAF,FSRY,001OF00000ImHvVYAV,0.012,125
006OF0000041isnYAA,FSBR,001OF00000IiTX3YAN,0.012,50
006OF0000048CZbYAM,FSBR,001OF00000IfKIFYA3,0.015,25
006OF000007TefaYAC,FNAS,001OF00000IfKIFYA3,0.015,50
006OF00000BpfQzYAJ,FASV,001OF00000IGTLUYA5,0.03125,75
006OF000004SFUtYAO,FSDN,001OF00000Ip5kvYAB,0.09,50
006OF000004UWeVYAW,FSFO,001OF00000INEPhYAP,0.09,25
006OF000004deMmYAI,FSDN,001OF00000ImHvVYAV,0.09,50
006OF000005KMj5YAG,FASV,001OF00000IVUNgYAP,0.09,75
006OF000005M85iYAC,FSFO,001OF00000IdyEuYAJ,0.03125,25
006OF000008v8XJYAY,FSFO,001OF00000IkA5HYAV,0.03125,25
006OF00000DnvX7YAJ,FSFP,001OF00000IiTX3YAN,0.015,25
,GFFS,001OF00000IsolUYAR,0.015,75
,GXAS,001OF00000IVUNgYAP,0.015,25
006OF00000IML9vYAH,FASV,001OF00000IdyEuYAJ,0.015,25
006OF000005kNYFYA2,FASR,001OF00000IkAtGYAV,0.09,25
,FNAS,001OF00000Ioq13YAB,0.03125,37.5
,GFSD,001OF00000JQeDQYA1,0.03125,37.5
006OF00000681jUYAQ,GFFS,001OF00000IMTqfYAH,0.03125,25
006OF000005wYHmYAM,FNAS,001OF00000JQeDQYA1,0.03125,25
006OF000006NrUqYAK,FNAS,001OF00000IsolUYAR,0.03125,75
006OF000006HujtYAC,GFSD,001OF00000IkA5HYAV,0.0312,50
006OF000006kHwrYAE,FSRX,001OF00000IhzM4YAJ,0.03125,50
006OF000006knogYAA,FNAS,001OF00000IiTX3YAN,0.03125,75
006OF0000073c4jYAA,FASR,001OF00000IVUNgYAP,0.03125,25
006OF0000078lfGYAQ,GBAS,001OF00000IiTX3YAN,0.03125,50
006OF000007AnprYAC,GBAS,001OF00000ImOlgYAF,0.03125,75
006OF000007MZCoYAO,FSBR,001OF00000IGTLUYA5,0.09,25
006OF000007VCs5YAG,FNAS,001OF00000IfpYsYAJ,0.09,25
006OF000007azTxYAI,GASE,001OF00000IfKIFYA3,0.09,25
006OF00000CZjeXYAT,GASR,001OF00000IdyEuYAJ,0.09,25
006OF000008Mlq5YAC,GASR,001OF00000IfKIFYA3,0.09,25
006OF00000CtXm1YAF,GAAS,001OF00000JQeDQYA1,0.03125,25
006OF00000IoPleYAF,FSRX,0011G00000vibZ3QAI,0.0312,25
006OF000009RDDhYAO,FASQ,001OF00000IiTX3YAN,0.03125,75
006OF0000093zTBYAY,GBAS,001OF00000JQeDQYA1,0.03125,25
006OF00000HguopYAB,GBAS,001OF00000IMTqfYAH,0.03125,12.5
006OF000009OGJQYA4,FSNP,001OF00000JQeDQYA1,0.03125,25
006OF000009hZVCYA2,FSNP,001OF00000IMTqfYAH,0.03125,25
006OF000009mEY9YAM,FLAS,001OF00000IMTqfYAH,0.09,25
006OF00000AXGhlYAH,FSRX,001OF00000ImOlgYAF,0.09,25
006OF00000AdzQrYAJ,FLAS,001OF00000ImHvVYAV,0.09,25
006OF00000BBSdlYAH,FNAS,001OF00000IVUNgYAP,0.09,25
006OF00000BD92QYAT,GASR,001OF00000IkAtGYAV,0.09,50
006OF00000DBz77YAD,FASQ,001OF00000IMTqfYAH,0.03125,25
006OF00000F7NAXYA3,FASW,001OF00000IVUNgYAP,0.09,25
006OF00000F7NAXYA3,GASR,001OF00000Ip5kvYAB,0.09,25
006OF00000JYeUmYAL,FIAS,001OF00000ImOlgYAF,0.09,25
006OF00000I2D22YAF,GASR,001OF00000ImHvVYAV,0.09,25
006OF00000CDzZrYAL,FSQX,0011G00000vibZ3QAI,0.03125,25
006OF00000CGk6QYAT,GFFS,001OF00000IkA5HYAV,0.0312,50
006OF00000D02X0YAJ,FSFP,001OF00000IfKIFYA3,0.03125,25
006OF00000FS2caYAD,FSNP,001OF00000ImOlgYAF,0.03125,25
006OF00000D79S8YAJ,FSFP,001OF00000IsolUYAR,0.03125,25
006OF00000DBBLfYAP,FSRY,001OF00000IVUNgYAP,0.03125,50
006OF00000DBsVTYA1,GASR,001OF00000Ioq13YAB,0.03125,25
006OF00000KGQPdYAP,FNAS,0011G00000vibZ3QAI,0.09,25
006OF00000IoB9GYAV,GNAS,001OF00000IhzM4YAJ,0.03125,12.5
006OF00000DPfLRYA1,FIAS,001OF00000IiTX3YAN,0.015,25
006OF00000Doc2cYAB,FSDN,001OF00000Ioq13YAB,0.015,25
006OF00000DqwZuYAJ,FSFP,0011G00000vibZ3QAI,0.015,25
006OF00000EbyLKYAZ,FSDN,001OF00000IdyEuYAJ,0.015,50
006OF00000ELqjXYAT,FSDN,001OF00000JN4nzYAD,0.09,25
006OF00000Ji3H0YAJ,FSRY,001OF00000INEPhYAP,0.03125,75
006OF00000Ega2EYAR,FIAS,001OF00000IVUNgYAP,0.03125,25
006OF00000EuZvtYAF,FSFO,001OF00000Ip5kvYAB,0.03125,50
006OF00000F7nPxYAJ,FNAS,001OF00000IkAtGYAV,0.03125,25
006OF00000FTWvDYAX,FSFP,001OF00000Ioq13YAB,0.03125,25
006OF00000FdjMYYAZ,FASV,001OF00000IsolUYAR,0.0312,50
006OF00000I20ZRYAZ,FASV,001OF00000JQeDQYA1,0.0312,25
006OF00000FsoswYAB,FASV,001OF00000INEPhYAP,0.03125,75
006OF00000HVKSAYA5,FSRY,001OF00000IkAtGYAV,0.03125,50
006OF00000ENJd2YAH,FSRY,001OF00000ImOlgYAF,0.03125,50
006OF00000HBXVHYA5,GASE,001OF00000IVUNgYAP,0.03125,25
006OF00000HTS0rYAH,FIAS,001OF00000IfpYsYAJ,0.03125,50
006OF00000HW2zNYAT,FSUP,001OF00000Ip5kvYAB,0.09,50
006OF00000ICC7uYAH,FASV,001OF00000IkA5HYAV,0.09,25
006OF00000IZrLdYAL,FSRY,001OF00000Ioq13YAB,0.09,25
006OF00000IRYkpYAH,FASV,001OF00000IfWg4YAF,0.09,25
006OF00000IRxo4YAD,FSRY,001OF00000JN4nzYAD,0.09,75
006OF00000IZuoAYAT,GASR,001OF00000IfWg4YAF,0.03125,25
006OF00000IoHcoYAF,FASQ,001OF00000IGTLUYA5,0.09,25
006OF00000IoHcoYAF,GASK,001OF00000Ioq13YAB,0.09,25
006OF00000IvrriYAB,FSBR,001OF00000IMTqfYAH,0.09,25
006OF00000IzTFhYAN,GASK,001OF00000IfpYsYAJ,0.09,50
006OF00000J1MWcYAN,GNAS,001OF00000IfpYsYAJ,0.015,50
006OF00000JdBThYAN,GBAS,001OF00000IsolUYAR,0.015,50
006OF00000JgtwQYAR,GBAS,001OF00000IkA5HYAV,0.015,75
